itemid,label,abbreviation,linksto,category,unitname,param_type,lownormalvalue,highnormalvalue
230057,pnc-2 bolus (ml),pnc-2 bolus (ml),chartevents,pain/sedation,ml,numeric,,
224330,pca 1 hour limit,pca 1 hour limit,chartevents,pain/sedation,,numeric,,
224661,baseline current/ma,baseline current/ma,chartevents,pain/sedation,ma,numeric,,
224665,pca total dose,pca total dose,chartevents,pain/sedation,,numeric,,
224411,epidural bolus (ml),epidural bolus (ml),chartevents,pain/sedation,ml,numeric,,
224332,pca inject,pca inject,chartevents,pain/sedation,,numeric,,
224505,lidocaine 1% (thcen),lidocaine 1% (thcen),chartevents,thoracentesis,ml sc,numeric,,
229798,estimated blood loss (thora),ebl (thora),chartevents,thoracentesis,ml,numeric,,
225246,fluid removed (thcen),fluid removed (thcen),chartevents,thoracentesis,ml,numeric,,
228090,number of attempts (thcen),number of attempts (thcen),chartevents,thoracentesis,,numeric,,
229317,sto2,sto2,chartevents,cardiovascular,,numeric,,
228284,fm time spent,fm time spent,chartevents,family mtg note,min,numeric,,
224498,amount of fluid removed (lp),amount of fluid removed (lp),chartevents,lumbar puncture,ml,numeric,,
224491,lidocaine 1% (lp),lidocaine 1% (lp),chartevents,lumbar puncture,ml sc,numeric,,
229793,estimated blood loss (lp),ebl (lp),chartevents,lumbar puncture,ml,numeric,,
228711,time spent,time spent,chartevents,md progress note,,numeric,,
229160,timespent,timespent,chartevents,md progress note,min,numeric,,
228479,number of operators (gen proc),number of operators (gen proc),chartevents,generic proc note,,numeric,,
228478,number of attempts (gen proc),number of attempts (gen proc),chartevents,generic proc note,,numeric,,
229791,estimated blood loss (genproc),ebl (genproc),chartevents,generic proc note,ml,numeric,,
226862,pa %o2 saturation (pa line),pa %o2 saturation (pa line),chartevents,pa line insertion,%,numeric,,
226851,rv diastolic pressure(pa line),rv diastolic pressure(pa line),chartevents,pa line insertion,mmhg,numeric,,
226863,pvr %o2 saturation (pa line),pvr %o2 saturation (pa line),chartevents,pa line insertion,dynes*sec/cm5,numeric,,
226849,ra (mean) pressure (pa line),ra (mean) pressure (pa line),chartevents,pa line insertion,mmhg,numeric,,
226861,art %o2 saturation (pa line),art %o2 saturation (pa line),chartevents,pa line insertion,%,numeric,,
226854,pcwp (v wave) (pa line),pcwp (v wave) (pa line),chartevents,pa line insertion,mmhg,numeric,,
226859,ci pressure (pa line),ci pressure (pa line),chartevents,pa line insertion,l/min/m2,numeric,,
226852,pa systolic pressure(pa line),pa systolic pressure(pa line),chartevents,pa line insertion,mmhg,numeric,,
228119,depth at which wedge obtained (pa line),depth at which wedge obtained (pa line),chartevents,pa line insertion,cm,numeric,,
226855,pcwp (mean) (pa line),pcwp (mean) (pa line),chartevents,pa line insertion,mmhg,numeric,,
226858,co pressure (pa line),co pressure (pa line),chartevents,pa line insertion,l/min,numeric,,
226865,svr %o2 saturation (pa line),svr %o2 saturation (pa line),chartevents,pa line insertion,dynes*sec/cm5,numeric,,
226857,pa mean pressure (pa line),pa mean pressure (pa line),chartevents,pa line insertion,mmhg,numeric,,
226853,pa diastolic pressure(pa line),pa diastolic pressure(pa line),chartevents,pa line insertion,mmhg,numeric,,
229796,estimated blood loss (pacath),ebl (pacath),chartevents,pa line insertion,ml,numeric,,
226850,rv systolic pressure(pa line),rv systolic pressure(pa line),chartevents,pa line insertion,mmhg,numeric,,
226860,ra %o2 saturation (pa line),ra %o2 saturation (pa line),chartevents,pa line insertion,%,numeric,,
224899,impaired skin depth #6,site depth #6,chartevents,skin - impairment,cm,numeric,,
228629,pressure ulcer #10- width,pressure ulcer #10-  width,chartevents,skin - impairment,cm,numeric,,
228725,pressure ulcer #3- length,pressure ulcer #3- length,chartevents,skin - impairment,cm,numeric,,
224900,impaired skin depth #7,site depth #7,chartevents,skin - impairment,cm,numeric,,
228616,pressure ulcer #7- depth,pressure ulcer #7- depth,chartevents,skin - impairment,cm,numeric,,
228619,pressure ulcer #10- depth,pressure ulcer #10- depth,chartevents,skin - impairment,cm,numeric,,
228614,pressure ulcer #5- depth,pressure ulcer #5- depth,chartevents,skin - impairment,cm,numeric,,
227603,impaired skin length #10,site length #10,chartevents,skin - impairment,cm,numeric,,
228612,pressure ulcer #3- depth,pressure ulcer #3- depth,chartevents,skin - impairment,cm,numeric,,
224951,impaired skin width #2,site width #2,chartevents,skin - impairment,cm,numeric,,
228621,pressure ulcer #2- width,pressure ulcer #2-  width,chartevents,skin - impairment,cm,numeric,,
228727,pressure ulcer #5- length,pressure ulcer #5- length,chartevents,skin - impairment,cm,numeric,,
224955,impaired skin width #6,site width #6,chartevents,skin - impairment,cm,numeric,,
224917,impaired skin length #3,site length #3,chartevents,skin - impairment,cm,numeric,,
228623,pressure ulcer #4- width,pressure ulcer #4-  width,chartevents,skin - impairment,cm,numeric,,
228729,pressure ulcer #7- length,pressure ulcer #7- length,chartevents,skin - impairment,cm,numeric,,
224919,impaired skin length #5,site length #5,chartevents,skin - impairment,cm,numeric,,
228613,pressure ulcer #4- depth,pressure ulcer #4- depth,chartevents,skin - impairment,cm,numeric,,
228624,pressure ulcer #5- width,pressure ulcer #5-  width,chartevents,skin - impairment,cm,numeric,,
224896,impaired skin depth #3,site depth #3,chartevents,skin - impairment,cm,numeric,,
224921,impaired skin length #7,site length #7,chartevents,skin - impairment,cm,numeric,,
228610,pressure ulcer #1- depth,pressure ulcer #1- depth,chartevents,skin - impairment,cm,numeric,,
228723,pressure ulcer #1- length,pressure ulcer #1- length,chartevents,skin - impairment,cm,numeric,,
224953,impaired skin width #4,site width #4,chartevents,skin - impairment,cm,numeric,,
228626,pressure ulcer #7- width,pressure ulcer #7-  width,chartevents,skin - impairment,cm,numeric,,
224922,impaired skin length #8,site length #8,chartevents,skin - impairment,cm,numeric,,
224920,impaired skin length #6,site length #6,chartevents,skin - impairment,cm,numeric,,
227615,impaired skin width #10,site width #10,chartevents,skin - impairment,cm,numeric,,
228730,pressure ulcer #8- length,pressure ulcer #8- length,chartevents,skin - impairment,cm,numeric,,
228731,pressure ulcer #9- length,pressure ulcer #9- length,chartevents,skin - impairment,cm,numeric,,
224898,impaired skin depth #5,site depth #5,chartevents,skin - impairment,cm,numeric,,
224562,impaired skin length #1,site length #1,chartevents,skin - impairment,cm,numeric,,
224563,impaired skin depth #1,site depth #1,chartevents,skin - impairment,cm,numeric,,
228611,pressure ulcer #2- depth,pressure ulcer #2- depth,chartevents,skin - impairment,cm,numeric,,
228625,pressure ulcer #6- width,pressure ulcer #6-  width,chartevents,skin - impairment,cm,numeric,,
228724,pressure ulcer #2- length,pressure ulcer #2- length,chartevents,skin - impairment,cm,numeric,,
228615,pressure ulcer #6- depth,pressure ulcer #6- depth,chartevents,skin - impairment,cm,numeric,,
227596,impaired skin depth #9,site depth #9,chartevents,skin - impairment,cm,numeric,,
224897,impaired skin depth #4,site depth #4,chartevents,skin - impairment,cm,numeric,,
228617,pressure ulcer #8- depth,pressure ulcer #8- depth,chartevents,skin - impairment,cm,numeric,,
224957,impaired skin width #8,site width #8,chartevents,skin - impairment,cm,numeric,,
227597,impaired skin depth #10,site depth #10,chartevents,skin - impairment,cm,numeric,,
224895,impaired skin depth #2,site depth #2,chartevents,skin - impairment,cm,numeric,,
228620,pressure ulcer #1- width,pressure ulcer #1-  width,chartevents,skin - impairment,cm,numeric,,
224918,impaired skin length #4,site length #4,chartevents,skin - impairment,cm,numeric,,
224956,impaired skin width #7,site width #7,chartevents,skin - impairment,cm,numeric,,
228622,pressure ulcer #3- width,pressure ulcer #3-  width,chartevents,skin - impairment,cm,numeric,,
228627,pressure ulcer #8- width,pressure ulcer #8-  width,chartevents,skin - impairment,cm,numeric,,
227602,impaired skin length #9,site length #9,chartevents,skin - impairment,cm,numeric,,
228728,pressure ulcer #6- length,pressure ulcer #6- length,chartevents,skin - impairment,cm,numeric,,
228628,pressure ulcer #9- width,pressure ulcer #9-  width,chartevents,skin - impairment,cm,numeric,,
224954,impaired skin width #5,site width #5,chartevents,skin - impairment,cm,numeric,,
224901,impaired skin depth #8,site depth #8,chartevents,skin - impairment,cm,numeric,,
224952,impaired skin width #3,site width #3,chartevents,skin - impairment,cm,numeric,,
228618,pressure ulcer #9- depth,pressure ulcer #9- depth,chartevents,skin - impairment,cm,numeric,,
228732,pressure ulcer #10- length,pressure ulcer #10- length,chartevents,skin - impairment,cm,numeric,,
224916,impaired skin length #2,site length #2,chartevents,skin - impairment,cm,numeric,,
228726,pressure ulcer #4- length,pressure ulcer #4- length,chartevents,skin - impairment,cm,numeric,,
224846,impaired skin width #1,site width #1,chartevents,skin - impairment,cm,numeric,,
227614,impaired skin width #9,site width #9,chartevents,skin - impairment,cm,numeric,,
226775,sodiumapacheiiscore,sodiumapacheiiscore,chartevents,scores - apache ii,,numeric,,
226764,hrapacheiivalue,hrapacheiivalue,chartevents,scores - apache ii,bpm,numeric,,
226754,fio2apacheiivalue,fio2apacheiivalue,chartevents,scores - apache ii,%,numeric,,
226768,phapacheiiscore,phapacheiiscore,chartevents,scores - apache ii,,numeric,,
226770,po2apacheiivalue,po2apacheiivalue,chartevents,scores - apache ii,,numeric,,
226759,hco3apacheiivalue,hco3apacheiivalue,chartevents,scores - apache ii,,numeric,,
226751,creatinineapacheiiscore,creatinineapacheiiscore,chartevents,scores - apache ii,,numeric,,
226772,potassiumapacheiivalue,potassiumapacheiivalue,chartevents,scores - apache ii,,numeric,,
226749,chpapacheiiscore,chpapacheiiscore,chartevents,scores - apache ii,,numeric,,
226765,mapapacheiiscore,mapapacheiiscore,chartevents,scores - apache ii,,numeric,,
226752,creatinineapacheiivalue,creatinineapacheiivalue,chartevents,scores - apache ii,,numeric,,
226776,sodiumapacheiivalue,sodiumapacheiivalue,chartevents,scores - apache ii,,numeric,,
226738,ageapacheiiscore,ageapacheiiscore,chartevents,scores - apache ii,,numeric,,
226773,rrapacheiiscore,rrapacheiiscore,chartevents,scores - apache ii,,numeric,,
226774,rrapacheiivalue,rrapacheiivalue,chartevents,scores - apache ii,insp/min,numeric,,
226744,apache ii pdr - adjusted,apache ii pdr - adjusted,chartevents,scores - apache ii,%,numeric,,
226771,potassiumapacheiiscore,potassiumapacheiiscore,chartevents,scores - apache ii,,numeric,,
226778,tempapacheiivalue,tempapacheiivalue,chartevents,scores - apache ii,°f,numeric,,
226761,hematocritapacheiiscore,hematocritapacheiiscore,chartevents,scores - apache ii,,numeric,,
226739,ageapacheiivalue,ageapacheiivalue,chartevents,scores - apache ii,years,numeric,,
226763,hrapacheiiscore,hrapacheiiscore,chartevents,scores - apache ii,,numeric,,
226766,mapapacheiivalue,mapapacheiivalue,chartevents,scores - apache ii,mmhg,numeric,,
226769,phapacheiivalue,phapacheiivalue,chartevents,scores - apache ii,,numeric,,
226743,apache ii,apache ii,chartevents,scores - apache ii,,numeric,,
226777,tempapacheiiscore,tempapacheiiscore,chartevents,scores - apache ii,,numeric,,
226737,aado2apacheiivalue,aado2apacheiivalue,chartevents,scores - apache ii,mmhg,numeric,,
226745,apache ii predecited death rate,apache ii pdr,chartevents,scores - apache ii,%,numeric,,
226779,wbcapacheiiscore,wbcapacheiiscore,chartevents,scores - apache ii,,numeric,,
226762,hematocritapacheiivalue,hematocritapacheiivalue,chartevents,scores - apache ii,,numeric,,
226755,gcsapacheiiscore,gcsapacheiiscore,chartevents,scores - apache ii,,numeric,,
226760,hco3score,hco3score,chartevents,scores - apache ii,,numeric,,
226780,wbcapacheiivalue,wbcapacheiivalue,chartevents,scores - apache ii,,numeric,,
226753,dswfapachescore,dswfapachescore,chartevents,scores - apache ii,,numeric,,
226767,oxygenapacheiiscore,oxygenapacheiiscore,chartevents,scores - apache ii,,numeric,,
226226,enteral nutriton residuals,enteral nutriton residuals,chartevents,nutrition - enteral,,numeric,,
227100,catheter insertion length (picc),catheter insertion length (picc),chartevents,picc line insertion,cm,numeric,,
229797,estimated blood loss (picc),ebl (picc),chartevents,picc line insertion,ml,numeric,,
224166,doppler bp,doppler bp,chartevents,routine vital signs,mmhg,numeric,,
224359,qtc,qtc,chartevents,routine vital signs,sec,numeric,,
225309,art bp systolic,art bp systolic,chartevents,routine vital signs,mmhg,numeric,,
224645,orthostatic bps lying,orthostatic bps lying,chartevents,routine vital signs,mmhg,numeric,,
224646,orthostatic bps sitting,orthostatic bps sitting,chartevents,routine vital signs,mmhg,numeric,,
220052,arterial blood pressure mean,abpm,chartevents,routine vital signs,mmhg,numeric,,
226094,orthostatic bpd sitting,orthostatic bpd sitting,chartevents,routine vital signs,mmhg,numeric,,
227242,manual blood pressure diastolic right,manual bpd r,chartevents,routine vital signs,mmhg,numeric,,
220180,non invasive blood pressure diastolic,nbpd,chartevents,routine vital signs,mmhg,numeric,,
223761,temperature fahrenheit,temperature f,chartevents,routine vital signs,°f,numeric,,
227243,manual blood pressure systolic right,manual bps r,chartevents,routine vital signs,mmhg,numeric,,
220051,arterial blood pressure diastolic,abpd,chartevents,routine vital signs,mmhg,numeric,60.0,90.0
223762,temperature celsius,temperature c,chartevents,routine vital signs,°c,numeric,,
227634,arctic sun/alsius temp #2 c,arctic sun/alsius temp #2 c,chartevents,routine vital signs,°c,numeric,,
220181,non invasive blood pressure mean,nbpm,chartevents,routine vital signs,mmhg,numeric,,
223763,bladder pressure,bladder pressure,chartevents,routine vital signs,mmhg,numeric,,
220045,heart rate,hr,chartevents,routine vital signs,bpm,numeric,,
226329,blood temperature cco (c),blood temp cco (c),chartevents,routine vital signs,°c,numeric,,
223765,orthostatic hr sitting,orthostatic hr sitting,chartevents,routine vital signs,bpm,numeric,,
225310,art bp diastolic,art bp diastolic,chartevents,routine vital signs,mmhg,numeric,,
226096,orthostatic bpd standing,orthostatic bpd standing,chartevents,routine vital signs,mmhg,numeric,,
223766,orthostatic bps standing,orthostatic bps standing,chartevents,routine vital signs,mmhg,numeric,,
224643,manual blood pressure diastolic left,manual bpd l,chartevents,routine vital signs,mmhg,numeric,,
220179,non invasive blood pressure systolic,nbps,chartevents,routine vital signs,mmhg,numeric,,
223764,orthostatic hr lying,orthostatic hr lying,chartevents,routine vital signs,bpm,numeric,,
220050,arterial blood pressure systolic,abps,chartevents,routine vital signs,mmhg,numeric,90.0,140.0
228640,etco2,etco2,chartevents,routine vital signs,,numeric,,
225312,art bp mean,art bp mean,chartevents,routine vital signs,mmhg,numeric,,
227632,arctic sun/alsius temp #1 c,arctic sun/alsius temp #1 c,chartevents,routine vital signs,°c,numeric,,
224192,pulsus paradoxus,pulsus paradoxus,chartevents,routine vital signs,,numeric,,
224167,manual blood pressure systolic left,manual bps l,chartevents,routine vital signs,mmhg,numeric,,
226092,orthostatic bpd lying,orthostatic bpd lying,chartevents,routine vital signs,mmhg,numeric,,
224647,orthostatic hr standing,orthostatic hr standing,chartevents,routine vital signs,bpm,numeric,,
227052,sodium_apacheiv,sodium_apacheiv,chartevents,scores - apache iv (2),,numeric,,
226981,albumin_apacheiv,albumin_apacheiv,chartevents,scores - apache iv (2),,numeric,,
226983,apache iv a-ado2,apache iv a-ado2,chartevents,scores - apache iv (2),,numeric,,
226980,agescore_apacheiv,agescore_apacheiv,chartevents,scores - apache iv (2),,numeric,,
227005,creatinine_apacheiv,creatinine_apacheiv,chartevents,scores - apache iv (2),,numeric,,
227016,glucosescore_apacheiv,glucosescore_apacheiv,chartevents,scores - apache iv (2),,numeric,,
227051,rrscore_apacheiv,rrscore_apacheiv,chartevents,scores - apache iv (2),,numeric,,
227059,urinescore_apacheiv,urinescore_apacheiv,chartevents,scores - apache iv (2),,numeric,,
227519,urine output_apacheiv,urine output,chartevents,scores - apache iv (2),,numeric,,
226982,albuminscore_apacheiv,albuminscore_apacheiv,chartevents,scores - apache iv (2),,numeric,,
227004,chronicscore_apacheiv,chronicscore_apacheiv,chartevents,scores - apache iv (2),,numeric,,
227010,fio2_apacheiv,fio2_apacheiv,chartevents,scores - apache iv (2),%,numeric,,
227024,mapscore_apacheiv,mapscore_apacheiv,chartevents,scores - apache iv (2),,numeric,,
227036,pco2_apacheiv,pco2_apacheiv,chartevents,scores - apache iv (2),,numeric,,
227063,wbcscore_apacheiv,wbcscore_apacheiv,chartevents,scores - apache iv (2),,numeric,,
227013,gcsscore_apacheiv,gcsscore_apacheiv,chartevents,scores - apache iv (2),,numeric,,
226999,biliscore_apacheiv,biliscore_apacheiv,chartevents,scores - apache iv (2),,numeric,,
227055,tempscore_apacheiv,tempscore_apacheiv,chartevents,scores - apache iv (2),,numeric,,
227020,htscore_apacheiv,htscore_apacheiv,chartevents,scores - apache iv (2),,numeric,,
226998,bilirubin_apacheiv,bilirubin_apacheiv,chartevents,scores - apache iv (2),,numeric,,
227006,creatscore_apacheiv,creatscore_apacheiv,chartevents,scores - apache iv (2),,numeric,,
227008,ejection fraction,ejection fraction,chartevents,scores - apache iv (2),%,numeric,0.0,
226984,apache iv age,apache iv age,chartevents,scores - apache iv (2),years,numeric,,
227017,hematocrit_apacheiv,hematocrit_apacheiv,chartevents,scores - apache iv (2),,numeric,,
227039,po2_apacheiv,po2_apacheiv,chartevents,scores - apache iv (2),mmhg,numeric,,
227053,sodiumscore_apacheiv,sodiumscore_apacheiv,chartevents,scores - apache iv (2),,numeric,,
226994,apacheiv_mortality prediction,apacheiv_mortality prediction,chartevents,scores - apache iv (2),,numeric,,
226995,apacheiv_natural antilog,apacheiv_natural antilog,chartevents,scores - apache iv (2),,numeric,,
226993,apacheiv_los,apacheiv_los,chartevents,scores - apache iv (2),%,numeric,,
227037,ph_apacheiv,ph_apacheiv,chartevents,scores - apache iv (2),,numeric,,
227050,rr_apacheiv,rr_apacheiv,chartevents,scores - apache iv (2),insp/min,numeric,,
227000,bun_apacheiv,bun_apacheiv,chartevents,scores - apache iv (2),,numeric,,
227009,fio2_apacheiv_old,fio2_apacheiv_old,chartevents,scores - apache iv (2),,numeric,,
227062,wbc_apacheiv,wbc_apacheiv,chartevents,scores - apache iv (2),,numeric,,
227022,los pre-icu admission,los pre-icu admission,chartevents,scores - apache iv (2),,numeric,,
226991,apacheiii,apacheiii,chartevents,scores - apache iv (2),,numeric,,
227015,glucose_apacheiv,glucose_apacheiv,chartevents,scores - apache iv (2),,numeric,,
227035,oxygenscore_apacheiv,oxygenscore_apacheiv,chartevents,scores - apache iv (2),,numeric,,
227018,hr_apacheiv,hr_apacheiv,chartevents,scores - apache iv (2),bpm,numeric,,
227054,temperaturef_apacheiv,temperaturef_apacheiv,chartevents,scores - apache iv (2),°f,numeric,,
227001,bunscore_apacheiv,bunscore_apacheiv,chartevents,scores - apache iv (2),,numeric,,
227038,phpaco2score_apacheiv,phpaco2score_apacheiv,chartevents,scores - apache iv (2),,numeric,,
227023,map_apacheiv,map_apacheiv,chartevents,scores - apache iv (2),mmhg,numeric,,
227019,hrscore_apacheiv,hrscore_apacheiv,chartevents,scores - apache iv (2),,numeric,,
226990,apache iv pafiratio,apache iv pafiratio,chartevents,scores - apache iv (2),,numeric,,
226996,aps,aps,chartevents,scores - apache iv (2),,numeric,,
228204,tandem heart access line catheter length,tandem heart access line catheter length,chartevents,access lines - invasive,cm,numeric,,
225980,iabp volume,iabp volume,chartevents,access lines - invasive,ml,numeric,,
228162,impella catheter position,impella catheter position,chartevents,access lines - invasive,cm,numeric,,
229783,estimated blood loss (a-line),ebl (a-line),chartevents,arterial line insertion,ml,numeric,,
223962,temporary pacemaker wires venticular,temp pacemaker wires venticular,chartevents,cardiovascular (pacer data),,numeric,,
224755,temporary atrial stim setting ma,temp atrial stim setting ma,chartevents,cardiovascular (pacer data),ma,numeric,,
224838,temporary ventricular stim setting ma,temp ventricular stim setting ma,chartevents,cardiovascular (pacer data),ma,numeric,,
224751,temporary pacemaker rate,temp pacemaker rate,chartevents,cardiovascular (pacer data),bpm,numeric,,
224753,temporary atrial sens setting mv,temp atrial sens setting mv,chartevents,cardiovascular (pacer data),mv,numeric,,
224752,temporary atrial sens threshold mv,temp atrial sens threshold mv,chartevents,cardiovascular (pacer data),mv,numeric,,
224839,temporary pacemaker wires atrial,temp pacemaker wires atrial,chartevents,cardiovascular (pacer data),,numeric,,
220194,temporary av interval,temp av interval,chartevents,cardiovascular (pacer data),msec,numeric,,
224754,temporary atrial stim threshold ma,temp atrial stim threshold ma,chartevents,cardiovascular (pacer data),ma,numeric,,
223969,transcutaneous pacer rate,transcutaneous pacer rate,chartevents,cardiovascular (pacer data),,numeric,,
223958,temporary venticular sens threshold mv,temp venticular sens threshold mv,chartevents,cardiovascular (pacer data),mv,numeric,,
224845,permanent pacemaker rate,permanent pacemaker rate,chartevents,cardiovascular (pacer data),/min,numeric,,
223960,temporary venticular stim threshold ma,temp venticular stim threshold ma,chartevents,cardiovascular (pacer data),ma,numeric,,
224837,temporary ventricular sens setting mv,temp ventricular sens setting mv,chartevents,cardiovascular (pacer data),mv,numeric,,
223963,temporary pacemaker wires ground,temp pacemaker wires ground,chartevents,cardiovascular (pacer data),,numeric,,
229854,pressures off (ch),pressures off (ch),chartevents,ecmo,,checkbox,,
229853,art bubble on (ch),art bubble on (ch),chartevents,ecmo,,checkbox,,
227802,gi guaiac qc,gi guaiac qc,chartevents,gi/gu,,checkbox,,
227801,stool guaiac qc,stool guaiac qc,chartevents,gi/gu,,checkbox,,
228175,calibrated (picco),calibrated (picco),chartevents,picco,,checkbox,,
229496,i was present during the above procedure and agree with the checklist (sbnet),i was present during the above procedure (sbnet),chartevents,sbnet,,checkbox,,
229495,the attending/supervisor is the clinician operator (sbnet),the attending/supervisor (sbnet),chartevents,sbnet,,checkbox,,
229625,patient on veletri,patient on veletri,chartevents,alarms,,checkbox,,
224168,parameters checked,parameters checked,chartevents,alarms,,checkbox,,
228305,st segment monitoring on,st segment monitoring on,chartevents,alarms,,checkbox,,
224641,alarms on,alarms on,chartevents,alarms,,checkbox,,
226260,mechanically ventilated,mechanically ventilated,chartevents,general,,checkbox,,
226892,re-admit < 48 hours,re-admit < 48 hours,chartevents,general,,checkbox,,
226185,icu consent signed,icu consent signed,chartevents,general,,checkbox,,
226473,blood transfusion consent,blood transfusion consent,chartevents,general,,checkbox,,
226889,legal guardian,legal guardian,chartevents,general,,checkbox,,
226259,zon pressors,zon pressors,chartevents,general,,checkbox,,
225280,called out,called out,chartevents,general,,checkbox,,
227905,patient agrees with the above goals and is willing to participate in the rehabilitation program,patient agrees with the above goals and is willing,chartevents,ot notes,,checkbox,,
225301,rsi (intubation),rsi (intubation),chartevents,intubation,,checkbox,,
226190,hand cleansing prior to procedure (intubation),hand cleansing prior to (intubation),chartevents,intubation,,checkbox,,
225587,bougie (intubation),bougie (intubation),chartevents,intubation,,checkbox,,
225308,nasal ett,nasal ett,chartevents,intubation,,checkbox,,
225292,unable to complete airway assessment (intubation),unable to complete airway (intubation),chartevents,intubation,,checkbox,,
225300,no drugs administered (intubation),no drugs administered (intubation),chartevents,intubation,,checkbox,,
225307,oral ett,oral ett,chartevents,intubation,,checkbox,,
228070,the attending/supervisor is the clinical operator (intubation),the attending/supervisor (intubation),chartevents,intubation,,checkbox,,
225588,tube secured (intubation),tube secured (intubation),chartevents,intubation,,checkbox,,
225302,pre-oxygentated (intubation),pre-oxygentated (intubation),chartevents,intubation,,checkbox,,
225586,stylette (intubation),stylette (intubation),chartevents,intubation,,checkbox,,
226166,no complications (intubation),no complications (intubation),chartevents,intubation,,checkbox,,
228071,i was present during the above procedure and agree with the checklist (intubation),i was present during the procedure (intubation),chartevents,intubation,,checkbox,,
225267,difficult to intubate,difficult to intubate,chartevents,intubation,,checkbox,,
225188,cough/deep breath,cough/deep breath,chartevents,treatments,,checkbox,,
225191,ostomy care,ostomy care,chartevents,treatments,,checkbox,,
225187,back care,back care,chartevents,treatments,,checkbox,,
226169,subglottal suctioning,subglottal suctioning,chartevents,treatments,,checkbox,,
229681,indwelling urinary catheter care,indwelling urinary catheter care,chartevents,treatments,,checkbox,,
225313,bed bath,bed bath,chartevents,treatments,,checkbox,,
225190,pin care,pin care,chartevents,treatments,,checkbox,,
229872,flutter valve,flutter valve,chartevents,treatments,,checkbox,,
228137,chg bath,chg bath,chartevents,treatments,,checkbox,,
225189,incentive spirometry,incentive spirometry,chartevents,treatments,,checkbox,,
229505,surgibra,surgibra,chartevents,treatments,,checkbox,,
225192,collar care,collar care,chartevents,treatments,,checkbox,,
225184,eye care,eye care,chartevents,treatments,,checkbox,,
229894,npt 30 mattress pump in use,npt 30 mattress pump in use,chartevents,treatments,,checkbox,,
225185,skin care,skin care,chartevents,treatments,,checkbox,,
227810,ett re-taped,ett re-taped,chartevents,respiratory,,checkbox,,
229990,filters checked (anes),filters checked (anes),chartevents,respiratory,,checkbox,,
227130,trach care,trach care,chartevents,respiratory,,checkbox,,
229992,filters changed (anes),filters changed (anes),chartevents,respiratory,,checkbox,,
227809,ett position change,ett position change,chartevents,respiratory,,checkbox,,
229988,circuit changed (anes),circuit changed (anes),chartevents,respiratory,,checkbox,,
229995,amsorb changed (anes),amsorb changed (anes),chartevents,respiratory,,checkbox,,
229504,inner cannula change,inner cannula change,chartevents,respiratory,,checkbox,,
229991,absorbent changed (anes),absorbent changed (ans),chartevents,respiratory,,checkbox,,
229987,filters checked,filters checked,chartevents,respiratory,,checkbox,,
227807,in-line suction catheter changed,in-line suction changed,chartevents,respiratory,,checkbox,,
229986,leak test done (anes),leak test done (anes),chartevents,respiratory,,checkbox,,
229985,machine checked (anes),machine checked (anes),chartevents,respiratory,,checkbox,,
229993,vaporizer filled (anes),vaporizer filled (anes),chartevents,respiratory,,checkbox,,
230045,intellivent (hamilton vent mode),intellivent (hamilton vent mode),chartevents,respiratory,,checkbox,,
229994,vaporizer checked (anes),vaporizer checked (anes),chartevents,respiratory,,checkbox,,
225528,brushings (bronch),brushings (bronch),chartevents,bronchoscopy,,checkbox,,
225531,conscious sedation used (bronch),conscious sedation used (bronch),chartevents,bronchoscopy,,checkbox,,
228063,the attending/supervisor is the clinician operator (bronch),the attending/supervisor (bronch),chartevents,bronchoscopy,,checkbox,,
225526,bronchoalveolar lavage (bal) / washing (bronch),bronchoalveolar lavage (bal) / (bronch),chartevents,bronchoscopy,,checkbox,,
225536,hand cleansing prior to procedure (bronch),hand cleansing prior to procedure(bronch),chartevents,bronchoscopy,,checkbox,,
225527,endobronchial ultrasound (ebus) (bronch),endobronchial ultrasound (ebus) (bronch),chartevents,bronchoscopy,,checkbox,,
225529,transbronchial biopsy (bronch),transbronchial biopsy (bronch),chartevents,bronchoscopy,,checkbox,,
230068,documented in dc summary (bronch)_old_1,documented in dc summary (bronch)_old_1,chartevents,bronchoscopy,,checkbox,,
225532,photodynamic therapy pdt (bronch),photodynamic therapy pdt (bronch),chartevents,bronchoscopy,,checkbox,,
228064,i was present during the above procedure and agree with the checklist (bronch),i was present during the above procedure (bronch),chartevents,bronchoscopy,,checkbox,,
225530,transbronchial needle aspirate (bronch),transbronchial needle aspirate (bronch),chartevents,bronchoscopy,,checkbox,,
225533,autofluorescence af (bronch),autofluorescence af (bronch),chartevents,bronchoscopy,,checkbox,,
228869,hm ii- perc lock fully engaged,hm ii- perc lock fully engaged,chartevents,hemodynamics,,checkbox,,
228871,hm ii- backup cont in room with pt settings,hm ii- backup cont in room with pt settings_201904,chartevents,hemodynamics,,checkbox,,
228870,hm ii- sys cont in prim mode,hm ii- sys cont in prim mode,chartevents,hemodynamics,,checkbox,,
225256,insertion site prepped and draped (pacen),insertion site prepped and draped (pacen),chartevents,paracentesis,,checkbox,,
225504,site cleaned with chloraprep (pacen),site cleaned with chloraprep (pacen),chartevents,paracentesis,,checkbox,,
228085,the attending/supervisor is the clinical operator (pacen),the attending/supervisor (pacen),chartevents,paracentesis,,checkbox,,
228086,i was present during the above procedure and agree with the checklist (pacen),i was present during the above procedure (pacen),chartevents,paracentesis,,checkbox,,
