itemid,label,fluid,category
52353,histiocyte#,other body fluid,hematology
52365,polys#,other body fluid,hematology
51401,cd22,other body fluid,hematology
51428,macrophage,other body fluid,hematology
51437,promyelocytes,other body fluid,hematology
51404,cd3,other body fluid,hematology
51386,bands,other body fluid,hematology
51417,cd71,other body fluid,hematology
51424,immunophenotyping,other body fluid,hematology
51426,lambda,other body fluid,hematology
52351,fetal hgb,other body fluid,hematology
51397,cd16/56,other body fluid,hematology
52373,tdt,other body fluid,hematology
51388,cd10,other body fluid,hematology
51402,cd23,other body fluid,hematology
51418,cd8,other body fluid,hematology
51400,cd20,other body fluid,hematology
51405,cd33,other body fluid,hematology
52345,cd55,other body fluid,hematology
51416,cd7,other body fluid,hematology
51420,fmc-7,other body fluid,hematology
51387,basophils,other body fluid,hematology
51423,hla-dr,other body fluid,hematology
52361,monos#,other body fluid,hematology
51407,cd38,other body fluid,hematology
51415,cd64,other body fluid,hematology
51395,cd15,other body fluid,hematology
52366,promyelocyte#,other body fluid,hematology
51425,kappa,other body fluid,hematology
52338,basos#,other body fluid,hematology
52344,cd52,other body fluid,hematology
52347,cd61,other body fluid,hematology
51390,cd117,other body fluid,hematology
51392,cd13,other body fluid,hematology
52348,cd62,other body fluid,hematology
51414,cd57,other body fluid,hematology
51433,nrbc,other body fluid,hematology
51438,"rbc, other fluid",other body fluid,hematology
52362,myelos#,other body fluid,hematology
51435,plasma,other body fluid,hematology
52368,tcr gamma-delta,other body fluid,hematology
51411,cd45,other body fluid,hematology
51419,eosinophils,other body fluid,hematology
52357,iron,other body fluid,hematology
52369,"total nucleated cells, other",other body fluid,hematology
52374,,other body fluid,hematology
51431,monos,other body fluid,hematology
52343,cd42,other body fluid,hematology
52352,fetal lung maturity - lbc,other body fluid,hematology
51406,cd34,other body fluid,hematology
52341,cd 1a,other body fluid,hematology
52224,bands#,cerebrospinal fluid,hematology
52274,myelocytes,cerebrospinal fluid,hematology
52228,blasts#,cerebrospinal fluid,hematology
52241,delete,cerebrospinal fluid,hematology
52283,promyelocytes,cerebrospinal fluid,hematology
52289,young#,cerebrospinal fluid,hematology
52248,delete,cerebrospinal fluid,hematology
52258,histiocyte,cerebrospinal fluid,hematology
52282,polys#,cerebrospinal fluid,hematology
52244,delete,cerebrospinal fluid,hematology
52271,metas#,cerebrospinal fluid,hematology
52226,basos#,cerebrospinal fluid,hematology
52240,delete,cerebrospinal fluid,hematology
52269,mesothelial cells #,cerebrospinal fluid,hematology
52222,atyps#,cerebrospinal fluid,hematology
52239,delete,cerebrospinal fluid,hematology
52242,delete,cerebrospinal fluid,hematology
52279,plasma,cerebrospinal fluid,hematology
52284,promyelocytes#,cerebrospinal fluid,hematology
52237,delete,cerebrospinal fluid,hematology
52288,young,cerebrospinal fluid,hematology
52223,bands,cerebrospinal fluid,hematology
52227,blasts,cerebrospinal fluid,hematology
52254,delete,cerebrospinal fluid,hematology
52277,nrbc#,cerebrospinal fluid,hematology
52225,basophils,cerebrospinal fluid,hematology
52238,delete,cerebrospinal fluid,hematology
52270,metamyelocytes,cerebrospinal fluid,hematology
52261,hypersegmented neutrophils #,cerebrospinal fluid,hematology
52263,lining cell,cerebrospinal fluid,hematology
52276,nrbc,cerebrospinal fluid,hematology
52257,"hematocrit, csf",cerebrospinal fluid,hematology
52260,hypersegmented neutrophils,cerebrospinal fluid,hematology
52268,mesothelial cells,cerebrospinal fluid,hematology
52247,delete,cerebrospinal fluid,hematology
52278,other,cerebrospinal fluid,hematology
52233,delete,cerebrospinal fluid,hematology
52236,delete,cerebrospinal fluid,hematology
52285,"rbc, csf",cerebrospinal fluid,hematology
52229,delete,cerebrospinal fluid,hematology
52267,macrophage#,cerebrospinal fluid,hematology
52255,eos#,cerebrospinal fluid,hematology
52273,monos#,cerebrospinal fluid,hematology
52280,plasma#,cerebrospinal fluid,hematology
52221,atypical lymphocytes,cerebrospinal fluid,hematology
52234,delete,cerebrospinal fluid,hematology
52287,voided specimen,cerebrospinal fluid,hematology
52272,monocytes,cerebrospinal fluid,hematology
52243,delete,cerebrospinal fluid,hematology
52250,delete,cerebrospinal fluid,hematology
52286,"total nucleated cells, csf",cerebrospinal fluid,hematology
52235,delete,cerebrospinal fluid,hematology
52246,delete,cerebrospinal fluid,hematology
52231,delete,cerebrospinal fluid,hematology
52264,lymphs,cerebrospinal fluid,hematology
52252,delete,cerebrospinal fluid,hematology
52230,delete,cerebrospinal fluid,hematology
52232,delete,cerebrospinal fluid,hematology
52245,delete,cerebrospinal fluid,hematology
52253,delete,cerebrospinal fluid,hematology
52256,eosinophils,cerebrospinal fluid,hematology
52281,polys,cerebrospinal fluid,hematology
52249,delete,cerebrospinal fluid,hematology
52251,delete,cerebrospinal fluid,hematology
52266,macrophage,cerebrospinal fluid,hematology
52262,immunophenotyping,cerebrospinal fluid,hematology
52265,lymphs#,cerebrospinal fluid,hematology
